run_id,run_label,configuration,seed,summary_path,metric,metric_label,unit,target_type,reference_key,reference_value,target_value,target_improvement,value,v0_mean_value,improvement,v0_band_min,v0_band_max
V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_seed3,V0,3,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.390394,-2.4331176666666665,-0.04272366666666666,-0.04272366666666666,0.0731673333333333
C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10,C_10,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.397652,-2.4331176666666665,-0.035465666666666895,-0.04272366666666666,0.0731673333333333
C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10_seed2,C_10,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.325458,-2.4331176666666665,-0.10765966666666699,-0.04272366666666666,0.0731673333333333
V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0,V0_I_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.539683,-2.4331176666666665,0.10656533333333335,-0.04272366666666666,0.0731673333333333
V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0_seed2,V0_I_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.42461,-2.4331176666666665,-0.008507666666666858,-0.04272366666666666,0.0731673333333333
V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1,V0_T_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.423153,-2.4331176666666665,-0.009964666666666677,-0.04272366666666666,0.0731673333333333
V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1_seed2,V0_T_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.479673,-2.4331176666666665,0.046555333333333226,-0.04272366666666666,0.0731673333333333
D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1,D_MZIP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.499628,-2.4331176666666665,0.06651033333333317,-0.04272366666666666,0.0731673333333333
D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1_seed2,D_MZIP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.505777,-2.4331176666666665,0.07265933333333335,-0.04272366666666666,0.0731673333333333
D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1,D_IP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.297294,-2.4331176666666665,-0.13582366666666684,-0.04272366666666666,0.0731673333333333
D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1_seed2,D_IP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.280266,-2.4331176666666665,-0.15285166666666666,-0.04272366666666666,0.0731673333333333
D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1,D_MTP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.302775,-2.4331176666666665,-0.13034266666666677,-0.04272366666666666,0.0731673333333333
D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1_seed2,D_MTP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.388703,-2.4331176666666665,-0.04441466666666677,-0.04272366666666666,0.0731673333333333
D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1,D_MT_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.459229,-2.4331176666666665,0.02611133333333332,-0.04272366666666666,0.0731673333333333
D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1_seed2,D_MT_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.312534,-2.4331176666666665,-0.12058366666666692,-0.04272366666666666,0.0731673333333333
D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1,D_MTC_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.192445,-2.4331176666666665,-0.2406726666666666,-0.04272366666666666,0.0731673333333333
D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1_seed2,D_MTC_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,scale.slope_mid,Mid-scale PSD slope,,hr,scale.hr_slope_mid,-2.7317419999999997,-2.7317419999999997,0.2986243333333329,-2.482662,-2.4331176666666665,0.049544333333333135,-0.04272366666666666,0.0731673333333333
V0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0,V0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,32.818795,33.35741466666666,-0.5386196666666647,-0.8944186666666694,1.4330383333333332
V0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_seed2,V0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,32.462996,33.35741466666666,-0.8944186666666694,-0.8944186666666694,1.4330383333333332
V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_seed3,V0,3,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,34.790453,33.35741466666666,1.4330383333333332,-0.8944186666666694,1.4330383333333332
C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10,C_10,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,36.632552,33.35741466666666,3.2751373333333307,-0.8944186666666694,1.4330383333333332
C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10_seed2,C_10,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,33.642471,33.35741466666666,0.28505633333333424,-0.8944186666666694,1.4330383333333332
V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0,V0_I_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,30.889881,33.35741466666666,-2.467533666666667,-0.8944186666666694,1.4330383333333332
V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0_seed2,V0_I_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,31.093652,33.35741466666666,-2.2637626666666675,-0.8944186666666694,1.4330383333333332
V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1,V0_T_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,37.782462,33.35741466666666,4.425047333333336,-0.8944186666666694,1.4330383333333332
V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1_seed2,V0_T_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,30.446239,33.35741466666666,-2.9111756666666677,-0.8944186666666694,1.4330383333333332
D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1,D_MZIP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,31.382185,33.35741466666666,-1.9752296666666664,-0.8944186666666694,1.4330383333333332
D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1_seed2,D_MZIP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,43.72443,33.35741466666666,0.5589393333333179,-0.8944186666666694,1.4330383333333332
D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1,D_IP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,37.734157,33.35741466666666,4.376742333333337,-0.8944186666666694,1.4330383333333332
D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1_seed2,D_IP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,33.817054,33.35741466666666,0.4596393333333326,-0.8944186666666694,1.4330383333333332
D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1,D_MTP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,40.795814,33.35741466666666,3.487555333333316,-0.8944186666666694,1.4330383333333332
D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1_seed2,D_MTP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,36.529149,33.35741466666666,3.1717343333333305,-0.8944186666666694,1.4330383333333332
D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1,D_MT_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,28.448523,33.35741466666666,-4.908891666666665,-0.8944186666666694,1.4330383333333332
D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1_seed2,D_MT_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,26.440787,33.35741466666666,-6.916627666666666,-0.8944186666666694,1.4330383333333332
D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1,D_MTC_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,32.416836,33.35741466666666,-0.9405786666666627,-0.8944186666666694,1.4330383333333332
D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1_seed2,D_MTC_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.p99_9,99.9th percentile,mm day$^{-1}$,hr,extremes.hr_p99_9,38.82039199999999,38.82039199999999,5.462977333333325,33.103337,33.35741466666666,-0.25407766666666287,-0.8944186666666694,1.4330383333333332
V0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0,V0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,771.1617431640625,685.9002685546875,85.261474609375,-60.02362060546875,85.261474609375
V0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_seed2,V0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,660.6624145507812,685.9002685546875,-25.23785400390625,-60.02362060546875,85.261474609375
V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_seed3,V0,3,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0__seed3__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,625.8766479492188,685.9002685546875,-60.02362060546875,-60.02362060546875,85.261474609375
C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10,C_10,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,729.3935546875,685.9002685546875,43.4932861328125,-60.02362060546875,85.261474609375
C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10_seed2,C_10,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,700.9620361328125,685.9002685546875,15.061767578125,-60.02362060546875,85.261474609375
V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0,V0_I_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,climatological.annual_sum_mean,Mean annual precipitation,mm year$^{-1}$,hr,climatological.hr_annual_sum_mean,877.1588134765625,877.1588134765625,191.258544921875,704.247802734375,685.9002685546875,18.3475341796875,-60.02362060546875,85.261474609375
