run_id,run_label,configuration,seed,summary_path,metric,metric_label,unit,target_type,reference_key,reference_value,target_value,target_improvement,value,v0_mean_value,improvement,v0_band_min,v0_band_max,pillar,seed_class
D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1,D_MTCP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,13.04708,14.120172666666667,-1.0730926666666667,-1.1338716666666668,1.8064053333333332,Extremes,inside_v0_range
D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1_seed2,D_MTCP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,14.150008,14.120172666666667,0.029835333333333658,-1.1338716666666668,1.8064053333333332,Extremes,inside_v0_range
D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1,D_MZIP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,14.80682,14.120172666666667,0.686647333333334,-1.1338716666666668,1.8064053333333332,Extremes,inside_v0_range
D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1_seed2,D_MZIP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,15.175162,14.120172666666667,1.0549893333333342,-1.1338716666666668,1.8064053333333332,Extremes,inside_v0_range
D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1,D_MT_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,9450.884876,14.120172666666667,-9422.462738666667,-1.1338716666666668,1.8064053333333332,Extremes,unfavourable
D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1_seed2,D_MT_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,10.150047,14.120172666666667,-3.9701256666666653,-1.1338716666666668,1.8064053333333332,Extremes,unfavourable
D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1,D_MTC_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,3114.644009,14.120172666666667,-3086.2218716666666,-1.1338716666666668,1.8064053333333332,Extremes,unfavourable
D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1_seed2,D_MTC_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx1day,RX1day,mm day$^{-1}$,hr,extremes.hr_rx1day,21.271155,21.271155,7.150982333333334,14.244108,14.120172666666667,0.12393533333333462,-1.1338716666666668,1.8064053333333332,Extremes,inside_v0_range
C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10,C_10,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.387953,32.431845,3.956108000000002,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10_seed2,C_10,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.710006,32.431845,0.278160999999999,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_C_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_0,V0_C_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,30.617527,32.431845,-1.8143180000000019,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_C_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_0_seed2,V0_C_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.975782,32.431845,0.5439370000000014,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_C_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_1,V0_C_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.797873,32.431845,4.366028000000002,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_C_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_1_seed2,V0_C_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.651996,32.431845,4.220150999999996,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0,V0_I_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.481524,32.431845,2.0496789999999994,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0_seed2,V0_I_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,31.151454,32.431845,-1.2803909999999998,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1,V0_I_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,29.622387,32.431845,-2.809458000000001,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1_seed2,V0_I_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.685383,32.431845,0.2535380000000007,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0,V0_M_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.969956,32.431845,0.5381110000000024,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0_seed2,V0_M_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.627103,32.431845,4.195257999999997,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1,V0_M_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.708654,32.431845,0.27680900000000186,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1_seed2,V0_M_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.718469,32.431845,4.286623999999998,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0,V0_T_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,31.183149,32.431845,-1.2486960000000007,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0_seed2,V0_T_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,36.662758,32.431845,4.230912999999996,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1,V0_T_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,37.76451,32.431845,5.332665,-3.0508840000000017,4.4499960000000005,Extremes,favourable
V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1_seed2,V0_T_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.509025,32.431845,0.07718000000000025,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0,V0_Z_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,35.922559,32.431845,3.4907139999999988,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0_seed2,V0_Z_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,33.720153,32.431845,1.2883080000000025,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1,V0_Z_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.52248,32.431845,2.0906350000000007,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1_seed2,V0_Z_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,35.341718,32.431845,2.9098729999999993,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1,D_IP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.20122,32.431845,1.7693749999999984,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1_seed2,D_IP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.368233,32.431845,1.9363879999999956,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1,D_MZP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,30.521088,32.431845,-1.910757000000002,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1_seed2,D_MZP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,35.420427,32.431845,2.9885819999999956,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0,D_MTP_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,30.723134,32.431845,-1.7087109999999992,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0_seed2,D_MTP_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.888817,32.431845,2.456972000000002,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1,D_MTP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.861668,32.431845,2.4298230000000007,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1_seed2,D_MTP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,35.534356,32.431845,3.1025110000000016,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1,D_MTCP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,31.987543,32.431845,-0.4443020000000022,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1_seed2,D_MTCP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,32.642178,32.431845,0.21033300000000033,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1,D_MZIP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,35.56042,32.431845,3.1285749999999997,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1_seed2,D_MZIP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,extremes.rx5day,RX5day,mm,hr,extremes.hr_rx5day,45.660899,45.660899,13.229054,34.839843,32.431845,2.407998000000001,-3.0508840000000017,4.4499960000000005,Extremes,inside_v0_range
