run_id,run_label,configuration,seed,summary_path,metric,metric_label,unit,target_type,reference_key,reference_value,target_value,target_improvement,value,v0_mean_value,improvement,v0_band_min,v0_band_max,pillar,seed_class
V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1,V0_I_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,303.128369,355.4821963333333,52.3538273333333,-40.62893066666669,57.83559833333334,Probabilistic,inside_v0_range
V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1_seed2,V0_I_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,292.065374,355.4821963333333,63.4168223333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0,V0_M_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,311.949434,355.4821963333333,43.532762333333324,-40.62893066666669,57.83559833333334,Probabilistic,inside_v0_range
V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0_seed2,V0_M_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,268.813363,355.4821963333333,86.66883333333334,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1,V0_M_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,251.978665,355.4821963333333,103.50353133333331,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1_seed2,V0_M_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,255.269076,355.4821963333333,100.21312033333331,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0,V0_T_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,239.203039,355.4821963333333,116.27915733333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_0_seed2,V0_T_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,116.663642,355.4821963333333,238.81855433333334,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1,V0_T_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,268.410235,355.4821963333333,87.07196133333332,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_T_1_seed2,V0_T_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_T_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,415.573771,355.4821963333333,-60.0915746666667,-40.62893066666669,57.83559833333334,Probabilistic,unfavourable
V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0,V0_Z_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,106.95929,355.4821963333333,248.5229063333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_0_seed2,V0_Z_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,414.119045,355.4821963333333,-58.63684866666671,-40.62893066666669,57.83559833333334,Probabilistic,unfavourable
V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1,V0_Z_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,347.665223,355.4821963333333,7.816973333333294,-40.62893066666669,57.83559833333334,Probabilistic,inside_v0_range
V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_Z_1_seed2,V0_Z_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_Z_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,218.16236,355.4821963333333,137.3198363333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1,D_IP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,231.283547,355.4821963333333,124.19864933333332,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_IP_1_seed2,D_IP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_IP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,239.599169,355.4821963333333,115.88302733333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1,D_MZP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,270.753304,355.4821963333333,84.7288923333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZP_1_seed2,D_MZP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,94.949209,355.4821963333333,260.5329873333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0,D_MTP_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,321.893149,355.4821963333333,33.589047333333326,-40.62893066666669,57.83559833333334,Probabilistic,inside_v0_range
D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_0_seed2,D_MTP_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,248.00219,355.4821963333333,107.48000633333331,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1,D_MTP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,166.046772,355.4821963333333,189.43542433333332,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTP_1_seed2,D_MTP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,393.570835,355.4821963333333,-38.08863866666667,-40.62893066666669,57.83559833333334,Probabilistic,inside_v0_range
D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1,D_MTCP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,160.637741,355.4821963333333,194.84445533333331,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTCP_1_seed2,D_MTCP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTCP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,204.304795,355.4821963333333,151.1774013333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1,D_MZIP_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,236.97628,355.4821963333333,118.50591633333332,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MZIP_1_seed2,D_MZIP_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MZIP_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_z_pl_500_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,139.784171,355.4821963333333,215.69802533333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1,D_MT_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,690.66188,355.4821963333333,-335.1796836666667,-40.62893066666669,57.83559833333334,Probabilistic,unfavourable
D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MT_1_seed2,D_MT_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MT_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,1355.623199,355.4821963333333,-1000.1410026666667,-40.62893066666669,57.83559833333334,Probabilistic,unfavourable
D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1,D_MTC_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,591.421948,355.4821963333333,-235.93975166666672,-40.62893066666669,57.83559833333334,Probabilistic,unfavourable
D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,D_MTC_1_seed2,D_MTC_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/D_MTC_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_msl_thetae_pl_850_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.rankhist_max_abs_z,Rank-histogram max |z|,,zero,,,0.0,355.4821963333333,254.920144,355.4821963333333,100.56205233333333,-40.62893066666669,57.83559833333334,Probabilistic,favourable
C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10,C_10,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.877278,0.980722,-0.10344399999999998,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,C_10_seed2,C_10,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/C_10__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.947048,0.980722,-0.03367399999999998,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_C_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_0,V0_C_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,1.063678,0.980722,0.08295599999999992,-0.02773700000000001,0.015653000000000028,Probabilistic,favourable
V0_C_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_0_seed2,V0_C_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.90636,0.980722,-0.07436199999999993,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_C_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_1,V0_C_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.941851,0.980722,-0.03887099999999999,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_C_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_C_1_seed2,V0_C_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_C_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_cape_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.836369,0.980722,-0.14435299999999995,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0,V0_I_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,1.022871,0.980722,0.0421490000000001,-0.02773700000000001,0.015653000000000028,Probabilistic,favourable
V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_0_seed2,V0_I_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,1.025943,0.980722,0.04522100000000007,-0.02773700000000001,0.015653000000000028,Probabilistic,favourable
V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1,V0_I_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.902103,0.980722,-0.078619,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_I_1_seed2,V0_I_1,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_I_1__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_ewvf_nwvf_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.932749,0.980722,-0.04797299999999993,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0,V0_M_0,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.933079,0.980722,-0.04764299999999999,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_0_seed2,V0_M_0,2,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_0__seed2__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.943934,0.980722,-0.03678799999999993,-0.02773700000000001,0.015653000000000028,Probabilistic,unfavourable
V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56,V0_M_1,V0_M_1,1,/Users/au728490/ceddar_runs/models_and_samples/evaluation/V0_M_1__HR_prcp_DANRA__SIZE_128x128__LR_prcp_msl_ERA5__LOSS_sdfweighted__HEADS_4__TIMESTEPS_56/summary/evaluation_summary.json,probabilistic.spread_skill_slope,Spread-skill slope,,one,,,1.0,0.019278000000000017,0.96443,0.980722,-0.016291999999999973,-0.02773700000000001,0.015653000000000028,Probabilistic,inside_v0_range
